PARTIDO;COMUNA;RANGO_EDAD;SEXO;CATEGORIA
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Porvenir;25-29;Masculino;Ratificado
SOCIALISTA DE CHILE                    ;Punta Arenas;70-74;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;70-74;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;50-54;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Porvenir;25-29;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Porvenir;25-29;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Porvenir;20-24;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Porvenir;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Porvenir;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Porvenir;20-24;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Porvenir;20-24;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Femenino;Ratificado
SOCIALISTA DE CHILE                    ;Porvenir;60-64;Femenino;Ratificado
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Masculino;Ratificado
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;55-59;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;70-74;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;50-54;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;70-74;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;55-59;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;55-59;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;55-59;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;60-64;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;50-54;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;80 o +;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;65-69;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;San Gregorio;55-59;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;30-34;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;70-74;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;65-69;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;35-39;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Porvenir;30-34;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;35-39;Masculino;Ratificado
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;35-39;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Femenino;Ratificado
SOCIALISTA DE CHILE                    ;Rio Verde;60-64;Masculino;Ratificado
SOCIALISTA DE CHILE                    ;Porvenir;20-24;Femenino;Ratificado
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;55-59;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Rio Verde;40-44;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;60-64;Femenino;Ratificado
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;60-64;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;60-64;Femenino;Ratificado
SOCIALISTA DE CHILE                    ;Porvenir;40-44;Masculino;Ratificado
SOCIALISTA DE CHILE                    ;Primavera;40-44;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;60-64;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;70-74;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;35-39;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;75-79;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;35-39;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;35-39;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;60-64;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;18 a 19;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;50-54;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;55-59;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;55-59;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;75-79;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;55-59;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;55-59;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;35-39;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;35-39;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;35-39;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;50-54;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;35-39;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;50-54;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;70-74;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Timaukel;50-54;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;35-39;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;35-39;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;60-64;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;70-74;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;55-59;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;50-54;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Cabo De Hornos;30-34;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;20-24;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;50-54;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Cabo De Hornos;50-54;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;35-39;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;25-29;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;35-39;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;35-39;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;30-34;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Porvenir;40-44;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Cabo De Hornos;35-39;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;18 a 19;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;60-64;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;25-29;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;35-39;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;50-54;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;65-69;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;25-29;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;35-39;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;30-34;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;50-54;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;35-39;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;30-34;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;18 a 19;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;25-29;Femenino;Ratificado
SOCIALISTA DE CHILE                    ;Punta Arenas;75-79;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;45-49;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Porvenir;30-34;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;25-29;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;55-59;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;75-79;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;60-64;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;70-74;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;50-54;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;60-64;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;60-64;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;80 o +;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;40-44;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;80 o +;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;65-69;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;80 o +;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;75-79;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;55-59;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;75-79;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;35-39;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;50-54;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Natales;30-34;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;75-79;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Porvenir;18 a 19;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Porvenir;20-24;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;75-79;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;35-39;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Porvenir;18 a 19;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;35-39;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;55-59;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;80 o +;Masculino;Nuevo
SOCIALISTA DE CHILE                    ;Porvenir;75-79;Femenino;Nuevo
SOCIALISTA DE CHILE                    ;Punta Arenas;30-34;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;80 o +;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;70-74;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;60-64;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;70-74;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;80 o +;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;70-74;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;75-79;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;55-59;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;60-64;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;60-64;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;55-59;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;80 o +;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;80 o +;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;60-64;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;60-64;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;65-69;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;70-74;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;65-69;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;70-74;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;55-59;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;55-59;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;75-79;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;70-74;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;55-59;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;55-59;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;45-49;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;55-59;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;65-69;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;60-64;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;40-44;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;60-64;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;60-64;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;75-79;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;65-69;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;65-69;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;70-74;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;55-59;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;45-49;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;30-34;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;45-49;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;80 o +;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;30-34;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;65-69;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;65-69;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;25-29;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;25-29;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;30-34;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;25-29;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;30-34;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;45-49;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Natales;25-29;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;20-24;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Laguna Blanca;60-64;Femenino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;70-74;Masculino;Ratificado
COMUNISTA DE CHILE                     ;Punta Arenas;65-69;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;20-24;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;30-34;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Natales;20-24;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;25-29;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;55-59;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;25-29;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;25-29;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;20-24;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;25-29;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;30-34;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;45-49;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;65-69;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Natales;18 a 19;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;35-39;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;30-34;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;60-64;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;55-59;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;35-39;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;25-29;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;30-34;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;40-44;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;18 a 19;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;60-64;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;30-34;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;50-54;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;60-64;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;45-49;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;45-49;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;60-64;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Natales;25-29;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;35-39;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;25-29;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;45-49;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Natales;65-69;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Natales;40-44;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Natales;45-49;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Natales;40-44;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Natales;30-34;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;35-39;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;20-24;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;55-59;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;70-74;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;40-44;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;60-64;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;70-74;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;30-34;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;55-59;Femenino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;45-49;Masculino;Nuevo
COMUNISTA DE CHILE                     ;Punta Arenas;40-44;Masculino;Nuevo
